codigo_municipio;nome_municipio;uf;estado;latitude;longitude
353740;Pereira Barreto;SP;Sao Paulo;-20,6368;-51,1123
353750;Pereiras;SP;Sao Paulo;-23,0804;-47,972
353760;Peruíbe;SP;Sao Paulo;-24,312;-47,0012
353770;Piacatu;SP;Sao Paulo;-21,5921;-50,6003
353780;Piedade;SP;Sao Paulo;-23,7139;-47,4256
353790;Pilar do Sul;SP;Sao Paulo;-23,8077;-47,7222
353800;Pindamonhangaba;SP;Sao Paulo;-22,9246;-45,4613
353810;Pindorama;SP;Sao Paulo;-21,1853;-48,9086
353820;Pinhalzinho;SP;Sao Paulo;-22,7811;-46,5897
353830;Piquerobi;SP;Sao Paulo;-21,8747;-51,7282
353850;Piquete;SP;Sao Paulo;-22,6069;-45,1869
353860;Piracaia;SP;Sao Paulo;-23,0525;-46,3594
353870;Piracicaba;SP;Sao Paulo;-22,7338;-47,6476
353880;Piraju;SP;Sao Paulo;-23,1981;-49,3803
353890;Pirajuí;SP;Sao Paulo;-21,999;-49,4608
353900;Pirangi;SP;Sao Paulo;-21,0886;-48,6607
353910;Pirapora do Bom Jesus;SP;Sao Paulo;-23,3965;-46,9991
353920;Pirapozinho;SP;Sao Paulo;-22,2711;-51,4976
353930;Pirassununga;SP;Sao Paulo;-21,996;-47,4257
353940;Piratininga;SP;Sao Paulo;-22,4142;-49,1339
353950;Pitangueiras;SP;Sao Paulo;-21,0132;-48,221
353960;Planalto;SP;Sao Paulo;-21,0342;-49,933
353970;Platina;SP;Sao Paulo;-22,6371;-50,2104
353980;Poá;SP;Sao Paulo;-23,5333;-46,3473
353990;Poloni;SP;Sao Paulo;-20,7829;-49,8258
354000;Pompéia;SP;Sao Paulo;-22,107;-50,176
354010;Pongaí;SP;Sao Paulo;-21,7396;-49,3604
354020;Pontal;SP;Sao Paulo;-21,0216;-48,0423
354025;Pontalinda;SP;Sao Paulo;-20,4396;-50,5258
354030;Pontes Gestal;SP;Sao Paulo;-20,1727;-49,7064
354040;Populina;SP;Sao Paulo;-19,9453;-50,538
354050;Porangaba;SP;Sao Paulo;-23,1761;-48,1195
354060;Porto Feliz;SP;Sao Paulo;-23,2093;-47,5251
354070;Porto Ferreira;SP;Sao Paulo;-21,8498;-47,487
354075;Potim;SP;Sao Paulo;-22,8343;-45,2552
354080;Potirendaba;SP;Sao Paulo;-21,0428;-49,3815
354085;Pracinha;SP;Sao Paulo;-21,8496;-51,0868
354090;Pradópolis;SP;Sao Paulo;-21,3626;-48,0679
354100;Praia Grande;SP;Sao Paulo;-24,0084;-46,4121
354105;Pratânia;SP;Sao Paulo;-22,8112;-48,6636
354110;Presidente Alves;SP;Sao Paulo;-22,0999;-49,4381
354120;Presidente Bernardes;SP;Sao Paulo;-22,0082;-51,5565
354130;Presidente Epitácio;SP;Sao Paulo;-21,7651;-52,1111
354140;Presidente Prudente;SP;Sao Paulo;-22,1207;-51,3925
354150;Presidente Venceslau;SP;Sao Paulo;-21,8732;-51,8447
354160;Promissão;SP;Sao Paulo;-21,5356;-49,8599
354165;Quadra;SP;Sao Paulo;-23,2993;-48,0547
354170;Quatá;SP;Sao Paulo;-22,2456;-50,6966
354180;Queiroz;SP;Sao Paulo;-21,7969;-50,2415
354190;Queluz;SP;Sao Paulo;-22,5312;-44,7781
354200;Quintana;SP;Sao Paulo;-22,0692;-50,307
354210;Rafard;SP;Sao Paulo;-23,0105;-47,5318
354220;Rancharia;SP;Sao Paulo;-22,2269;-50,893
354230;Redenção da Serra;SP;Sao Paulo;-23,2638;-45,5422
354240;Regente Feijó;SP;Sao Paulo;-22,2181;-51,3055
354250;Reginópolis;SP;Sao Paulo;-21,8914;-49,2268
354260;Registro;SP;Sao Paulo;-24,4979;-47,8449
354270;Restinga;SP;Sao Paulo;-20,6056;-47,4833
354280;Ribeira;SP;Sao Paulo;-24,6517;-49,0044
354290;Ribeirão Bonito;SP;Sao Paulo;-22,0685;-48,182
354300;Ribeirão Branco;SP;Sao Paulo;-24,2206;-48,7635
354310;Ribeirão Corrente;SP;Sao Paulo;-20,4579;-47,5904
354320;Ribeirão do Sul;SP;Sao Paulo;-22,789;-49,933
354323;Ribeirão dos Índios;SP;Sao Paulo;-21,8382;-51,6103
354325;Ribeirão Grande;SP;Sao Paulo;-24,1011;-48,3679
354330;Ribeirão Pires;SP;Sao Paulo;-23,7067;-46,4058
354340;Ribeirão Preto;SP;Sao Paulo;-21,1699;-47,8099
354360;Rifaina;SP;Sao Paulo;-20,0803;-47,4291
354370;Rincão;SP;Sao Paulo;-21,5894;-48,0728
354380;Rinópolis;SP;Sao Paulo;-21,7284;-50,7239
354390;Rio Claro;SP;Sao Paulo;-22,3984;-47,5546
354400;Rio das Pedras;SP;Sao Paulo;-22,8417;-47,6047
354410;Rio Grande da Serra;SP;Sao Paulo;-23,7437;-46,3971
354420;Riolândia;SP;Sao Paulo;-19,9868;-49,6836
354350;Riversul;SP;Sao Paulo;-23,829;-49,429
354425;Rosana;SP;Sao Paulo;-22,5782;-53,0603
354430;Roseira;SP;Sao Paulo;-22,8938;-45,307
354440;Rubiácea;SP;Sao Paulo;-21,3006;-50,7296
354450;Rubinéia;SP;Sao Paulo;-20,1759;-51,007
354460;Sabino;SP;Sao Paulo;-21,4593;-49,5755
354470;Sagres;SP;Sao Paulo;-21,8823;-50,9594
354480;Sales;SP;Sao Paulo;-21,3427;-49,4897
354490;Sales Oliveira;SP;Sao Paulo;-20,7696;-47,8369
354500;Salesópolis;SP;Sao Paulo;-23,5288;-45,8465
354510;Salmourão;SP;Sao Paulo;-21,6267;-50,8614
354515;Saltinho;SP;Sao Paulo;-22,8442;-47,6754
354520;Salto;SP;Sao Paulo;-23,1996;-47,2931
354530;Salto de Pirapora;SP;Sao Paulo;-23,6474;-47,5743
354540;Salto Grande;SP;Sao Paulo;-22,8894;-49,9831
354550;Sandovalina;SP;Sao Paulo;-22,4551;-51,7648
354560;Santa Adélia;SP;Sao Paulo;-21,2427;-48,8063
354570;Santa Albertina;SP;Sao Paulo;-20,0311;-50,7297
354580;Santa Bárbara d'Oeste;SP;Sao Paulo;-22,7553;-47,4143
354600;Santa Branca;SP;Sao Paulo;-23,3933;-45,8875
354610;Santa Clara d'Oeste;SP;Sao Paulo;-20,09;-50,9491
354620;Santa Cruz da Conceição;SP;Sao Paulo;-22,1405;-47,4512
354625;Santa Cruz da Esperança;SP;Sao Paulo;-21,2951;-47,4304
354630;Santa Cruz das Palmeiras;SP;Sao Paulo;-21,8235;-47,248
354640;Santa Cruz do Rio Pardo;SP;Sao Paulo;-22,8988;-49,6354
354650;Santa Ernestina;SP;Sao Paulo;-21,4618;-48,3953
354660;Santa Fé do Sul;SP;Sao Paulo;-20,2083;-50,932
354670;Santa Gertrudes;SP;Sao Paulo;-22,4572;-47,5272
354680;Santa Isabel;SP;Sao Paulo;-23,3172;-46,2237
354690;Santa Lúcia;SP;Sao Paulo;-21,685;-48,0885
354700;Santa Maria da Serra;SP;Sao Paulo;-22,5661;-48,1593
354710;Santa Mercedes;SP;Sao Paulo;-21,3495;-51,7564
354740;Santa Rita d'Oeste;SP;Sao Paulo;-20,1414;-50,8358
354750;Santa Rita do Passa Quatro;SP;Sao Paulo;-21,7083;-47,478
354760;Santa Rosa de Viterbo;SP;Sao Paulo;-21,4776;-47,3622
354765;Santa Salete;SP;Sao Paulo;-20,2429;-50,6887
354720;Santana da Ponte Pensa;SP;Sao Paulo;-20,2523;-50,8014
354730;Santana de Parnaíba;SP;Sao Paulo;-23,4439;-46,9178
354770;Santo Anastácio;SP;Sao Paulo;-21,9747;-51,6527
354780;Santo André;SP;Sao Paulo;-23,6737;-46,5432
354790;Santo Antônio da Alegria;SP;Sao Paulo;-21,0864;-47,1464
354800;Santo Antônio de Posse;SP;Sao Paulo;-22,6029;-46,9192
354805;Santo Antônio do Aracanguá;SP;Sao Paulo;-20,9331;-50,498
354810;Santo Antônio do Jardim;SP;Sao Paulo;-22,1121;-46,6845
354820;Santo Antônio do Pinhal;SP;Sao Paulo;-22,827;-45,663
354830;Santo Expedito;SP;Sao Paulo;-21,8467;-51,3929
354840;Santópolis do Aguapeí;SP;Sao Paulo;-21,6376;-50,5044
354850;Santos;SP;Sao Paulo;-23,9535;-46,335
354860;São Bento do Sapucaí;SP;Sao Paulo;-22,6837;-45,7287
354870;São Bernardo do Campo;SP;Sao Paulo;-23,6914;-46,5646
354880;São Caetano do Sul;SP;Sao Paulo;-23,6229;-46,5548
354890;São Carlos;SP;Sao Paulo;-22,0174;-47,886
354900;São Francisco;SP;Sao Paulo;-20,3623;-50,6952
354910;São João da Boa Vista;SP;Sao Paulo;-21,9707;-46,7944
354920;São João das Duas Pontes;SP;Sao Paulo;-20,3879;-50,3792
354925;São João de Iracema;SP;Sao Paulo;-20,5111;-50,3561
354930;São João do Pau d'Alho;SP;Sao Paulo;-21,2662;-51,6672
354940;São Joaquim da Barra;SP;Sao Paulo;-20,5812;-47,8593
354950;São José da Bela Vista;SP;Sao Paulo;-20,5935;-47,6424
354960;São José do Barreiro;SP;Sao Paulo;-22,6414;-44,5774
354970;São José do Rio Pardo;SP;Sao Paulo;-21,5953;-46,8873
354980;São José do Rio Preto;SP;Sao Paulo;-20,8113;-49,3758
354990;São José dos Campos;SP;Sao Paulo;-23,1896;-45,8841
354995;São Lourenço da Serra;SP;Sao Paulo;-23,8491;-46,9432
355000;São Luiz do Paraitinga;SP;Sao Paulo;-23,222;-45,3109
355010;São Manuel;SP;Sao Paulo;-22,7321;-48,5723
355020;São Miguel Arcanjo;SP;Sao Paulo;-23,8782;-47,9935
355030;São Paulo;SP;Sao Paulo;-23,5329;-46,6395
355040;São Pedro;SP;Sao Paulo;-22,5483;-47,9096
355050;São Pedro do Turvo;SP;Sao Paulo;-22,7453;-49,7428
355060;São Roque;SP;Sao Paulo;-23,5226;-47,1357
355070;São Sebastião;SP;Sao Paulo;-23,7951;-45,4143
355080;São Sebastião da Grama;SP;Sao Paulo;-21,7041;-46,8208
355090;São Simão;SP;Sao Paulo;-21,4732;-47,5518
355100;São Vicente;SP;Sao Paulo;-23,9574;-46,3883
355110;Sarapuí;SP;Sao Paulo;-23,6397;-47,8249
355120;Sarutaiá;SP;Sao Paulo;-23,2721;-49,4763
355130;Sebastianópolis do Sul;SP;Sao Paulo;-20,6523;-49,925
355140;Serra Azul;SP;Sao Paulo;-21,3074;-47,5602
355160;Serra Negra;SP;Sao Paulo;-22,6139;-46,7033
355150;Serrana;SP;Sao Paulo;-21,2043;-47,5952
355170;Sertãozinho;SP;Sao Paulo;-21,1316;-47,9875
355180;Sete Barras;SP;Sao Paulo;-24,382;-47,9279
355190;Severínia;SP;Sao Paulo;-20,8108;-48,8054
355200;Silveiras;SP;Sao Paulo;-22,6638;-44,8522
355210;Socorro;SP;Sao Paulo;-22,5903;-46,5251
355220;Sorocaba;SP;Sao Paulo;-23,4969;-47,4451
355230;Sud Mennucci;SP;Sao Paulo;-20,6872;-50,9238
355240;Sumaré;SP;Sao Paulo;-22,8204;-47,2728
355255;Suzanápolis;SP;Sao Paulo;-20,4981;-51,0268
355250;Suzano;SP;Sao Paulo;-23,5448;-46,3112
355260;Tabapuã;SP;Sao Paulo;-20,9602;-49,0307
355270;Tabatinga;SP;Sao Paulo;-21,7239;-48,6896
355280;Taboão da Serra;SP;Sao Paulo;-23,6019;-46,7526
355290;Taciba;SP;Sao Paulo;-22,3866;-51,2882
355300;Taguaí;SP;Sao Paulo;-23,4452;-49,4024
355310;Taiaçu;SP;Sao Paulo;-21,1431;-48,5112
355320;Taiúva;SP;Sao Paulo;-21,1223;-48,4528
355330;Tambaú;SP;Sao Paulo;-21,7029;-47,2703
355340;Tanabi;SP;Sao Paulo;-20,6228;-49,6563
355350;Tapiraí;SP;Sao Paulo;-23,9612;-47,5062
355360;Tapiratiba;SP;Sao Paulo;-21,4713;-46,7448
355365;Taquaral;SP;Sao Paulo;-21,0737;-48,4126
355370;Taquaritinga;SP;Sao Paulo;-21,4049;-48,5103
355380;Taquarituba;SP;Sao Paulo;-23,5307;-49,241
355385;Taquarivaí;SP;Sao Paulo;-23,9211;-48,6948
355390;Tarabai;SP;Sao Paulo;-22,3016;-51,5621
355395;Tarumã;SP;Sao Paulo;-22,7429;-50,5786
355400;Tatuí;SP;Sao Paulo;-23,3487;-47,8461
355410;Taubaté;SP;Sao Paulo;-23,0104;-45,5593
355420;Tejupá;SP;Sao Paulo;-23,3425;-49,3722
355430;Teodoro Sampaio;SP;Sao Paulo;-22,5299;-52,1682
355440;Terra Roxa;SP;Sao Paulo;-20,787;-48,3314
355450;Tietê;SP;Sao Paulo;-23,1101;-47,7164
355460;Timburi;SP;Sao Paulo;-23,2057;-49,6096
355465;Torre de Pedra;SP;Sao Paulo;-23,2462;-48,1955
355470;Torrinha;SP;Sao Paulo;-22,4237;-48,1731
355475;Trabiju;SP;Sao Paulo;-22,0388;-48,3342
355480;Tremembé;SP;Sao Paulo;-22,9571;-45,5475
355490;Três Fronteiras;SP;Sao Paulo;-20,2344;-50,8905
355495;Tuiuti;SP;Sao Paulo;-22,8193;-46,6937
355500;Tupã;SP;Sao Paulo;-21,9335;-50,5191
355510;Tupi Paulista;SP;Sao Paulo;-21,3825;-51,575
355520;Turiúba;SP;Sao Paulo;-20,9428;-50,1135
355530;Turmalina;SP;Sao Paulo;-20,0486;-50,4792
355535;Ubarana;SP;Sao Paulo;-21,165;-49,7198
355540;Ubatuba;SP;Sao Paulo;-23,4332;-45,0834
355550;Ubirajara;SP;Sao Paulo;-22,5272;-49,6613
355560;Uchoa;SP;Sao Paulo;-20,9511;-49,1713
355570;União Paulista;SP;Sao Paulo;-20,8862;-49,9025
355580;Urânia;SP;Sao Paulo;-20,2455;-50,6455
355590;Uru;SP;Sao Paulo;-21,7866;-49,2848
355600;Urupês;SP;Sao Paulo;-21,2032;-49,2931
355610;Valentim Gentil;SP;Sao Paulo;-20,4217;-50,0889
355620;Valinhos;SP;Sao Paulo;-22,9698;-46,9974
355630;Valparaíso;SP;Sao Paulo;-21,2229;-50,8699
355635;Vargem;SP;Sao Paulo;-22,887;-46,4124
355640;Vargem Grande do Sul;SP;Sao Paulo;-21,8322;-46,8913
355645;Vargem Grande Paulista;SP;Sao Paulo;-23,5993;-47,022
355650;Várzea Paulista;SP;Sao Paulo;-23,2136;-46,8234
355660;Vera Cruz;SP;Sao Paulo;-22,2183;-49,8207
355670;Vinhedo;SP;Sao Paulo;-23,0302;-46,9833
355680;Viradouro;SP;Sao Paulo;-20,8734;-48,293
355690;Vista Alegre do Alto;SP;Sao Paulo;-21,1692;-48,6284
355695;Vitória Brasil;SP;Sao Paulo;-20,1956;-50,4875
355700;Votorantim;SP;Sao Paulo;-23,5446;-47,4388
355710;Votuporanga;SP;Sao Paulo;-20,4237;-49,9781
355715;Zacarias;SP;Sao Paulo;-21,0506;-50,0552
