id_hospital;codigo_municipio;nome_municipio_hospital;uf_hospital;estado_hospital;latitude_hospital;longitude_hospital;leitos_totais;leitos_sus;leitos_nao_sus;esfera;tipo_unidade;nivel_hierarquico;natureza_juridica;porte_hospitalar;alta_complexidade;percentual_sus
9893911;355030;São Paulo;SP;Sao Paulo;-23,5329;-46,6395;3;0;3;;36;;2062;Micro Porte;Baixa/Media Complexidade;0,0
9898565;354990;São José dos Campos;SP;Sao Paulo;-23,1896;-45,8841;4;4;0;;62;;2062;Micro Porte;Baixa/Media Complexidade;100,0
9915354;350600;Bauru;SP;Sao Paulo;-22,3246;-49,0871;38;0;38;;05;;2054;Pequeno Porte;Baixa/Media Complexidade;0,0
9917497;355030;São Paulo;SP;Sao Paulo;-23,5329;-46,6395;36;0;36;;36;;2062;Pequeno Porte;Baixa/Media Complexidade;0,0
9929991;351500;Embu das Artes;SP;Sao Paulo;-23,6437;-46,8579;150;0;150;;07;;2054;Grande Porte;Baixa/Media Complexidade;0,0
9933247;355060;São Roque;SP;Sao Paulo;-23,5226;-47,1357;3;0;3;;83;;2062;Micro Porte;Baixa/Media Complexidade;0,0
9941487;354990;São José dos Campos;SP;Sao Paulo;-23,1896;-45,8841;46;0;46;;05;;2054;Pequeno Porte;Baixa/Media Complexidade;0,0
9950931;355030;São Paulo;SP;Sao Paulo;-23,5329;-46,6395;70;70;0;;62;;1031;Medio Porte;Baixa/Media Complexidade;100,0
9955399;355030;São Paulo;SP;Sao Paulo;-23,5329;-46,6395;1;0;1;;36;;2062;Micro Porte;Baixa/Media Complexidade;0,0
9966900;355060;São Roque;SP;Sao Paulo;-23,5226;-47,1357;56;0;56;;05;;2062;Medio Porte;Baixa/Media Complexidade;0,0
9989757;354990;São José dos Campos;SP;Sao Paulo;-23,1896;-45,8841;15;0;15;;07;;3999;Pequeno Porte;Baixa/Media Complexidade;0,0
9997032;352250;Itapevi;SP;Sao Paulo;-23,5488;-46,9327;120;0;120;;05;;2062;Medio Porte;Baixa/Media Complexidade;0,0
